sn,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23
2007,3,1,3,3,2,2,2,2,4,2,2,4,2,2,2,3,2,3,2,3,4,4,5
2008,3,1,2,4,3,4,4,2,2,2,3,5,3,3,4,3,3,4,1,5,3,3,4
2009,4,1,5,4,2,5,5,2,1,2,4,4,4,5,5,5,5,5,1,5,5,4,4
2010,2,2,3,3,2,2,4,2,4,4,2,3,2,3,2,3,3,2,2,4,2,2,2
2011,3,2,3,3,2,1,4,1,5,4,2,3,1,4,2,1,3,3,3,2,2,5,5
2012,2,1,1,5,3,4,4,4,2,3,4,5,4,4,4,3,4,3,1,5,4,3,3
2013,2,1,2,3,3,2,3,3,2,2,3,4,3,3,3,4,3,2,2,4,4,4,3
2014,4,2,3,3,3,2,2,2,4,2,4,3,3,4,3,4,3,2,1,4,4,3,4
2015,3,1,2,4,5,4,4,5,3,4,5,3,4,5,3,3,5,5,1,4,4,1,4
2016,3,1,2,4,3,2,2,2,3,2,2,4,1,2,2,4,2,4,1,4,4,2,4
2017,1,1,2,5,2,4,5,3,1,2,1,4,1,1,3,2,2,3,1,4,3,3,1
2018,3,2,2,4,4,3,3,2,3,3,2,3,1,3,3,3,3,3,2,4,3,2,3
2019,2,2,2,4,4,2,4,3,2,4,2,4,2,4,4,3,4,4,2,4,5,2,3
2020,1,1,3,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,3,3,3,3,3
2021,3,2,1,3,4,1,3,4,3,2,2,3,2,4,3,4,3,2,1,5,4,4,3
2022,1,2,1,3,4,1,3,2,4,2,3,2,1,4,4,4,2,3,1,5,4,3,1
2023,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,1,4,2,2,3,5
2024,3,1,1,4,3,3,4,4,3,4,5,3,3,3,4,3,2,3,2,2,5,1,2
2025,3,2,2,2,2,1,2,4,4,3,3,2,3,2,4,4,3,4,2,4,4,4,4
2026,3,2,3,3,3,2,3,3,3,2,3,3,3,3,4,3,3,2,3,2,3,3,3
2027,2,2,3,2,1,1,2,1,5,1,1,3,1,2,1,2,2,1,5,4,4,5,5
2028,3,1,2,3,2,2,4,2,2,2,1,3,3,3,3,3,4,3,1,5,4,3,1
2029,2,1,1,3,1,1,2,1,1,4,1,3,2,4,4,3,2,3,1,5,2,3,1
2030,3,1,2,3,2,4,3,4,3,4,3,3,3,3,4,4,3,3,2,3,3,2,4
2031,2,1,2,3,2,2,4,3,4,2,3,4,4,4,4,3,2,2,1,4,3,4,4
2032,3,1,3,2,2,2,3,2,2,2,2,4,3,3,4,2,2,2,1,1,4,2,4
2033,3,2,2,2,3,3,1,1,5,2,2,3,2,3,2,4,3,2,4,4,3,3,4
2034,2,2,4,2,3,4,2,2,4,3,2,3,2,2,2,2,2,3,2,4,4,3,4
2035,3,1,1,4,4,2,2,4,1,2,3,5,1,3,1,1,3,1,3,4,4,4,3
2036,2,2,4,3,4,2,3,2,3,2,2,3,2,2,2,2,2,2,3,2,3,3,4
2037,2,1,1,4,3,3,4,3,3,3,3,3,4,3,3,2,4,3,2,4,5,3,2
2038,4,1,1,5,5,5,5,2,3,5,5,5,5,3,4,5,3,5,3,4,5,3,3
2039,4,2,2,4,3,3,4,4,4,4,2,2,2,2,3,4,4,4,2,1,4,4,5
2040,1,1,1,3,2,2,5,1,3,2,1,3,2,2,2,3,2,2,1,5,5,3,3
2041,3,1,1,2,3,1,1,2,4,2,1,3,3,2,2,3,2,2,2,4,5,3,2
2042,1,1,3,2,3,1,1,1,2,2,2,3,2,3,3,3,2,2,2,2,2,3,4
2043,2,4,3,3,3,2,4,3,4,3,4,3,2,3,4,3,3,3,4,2,2,3,3
2044,3,1,2,3,4,5,4,2,4,3,4,3,2,4,3,3,2,4,1,3,3,2,2
2045,2,1,5,4,4,2,2,2,4,2,2,3,3,3,2,3,3,2,4,4,4,4,3
2046,2,1,3,3,2,5,4,2,5,1,2,3,3,3,4,2,3,4,2,4,4,4,5
2047,3,2,3,4,4,2,3,3,4,2,3,3,3,3,3,2,2,2,3,3,3,3,3
2048,3,3,2,3,2,1,2,2,4,2,4,3,4,2,1,3,4,3,2,3,4,4,4
2049,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,3,3,3,2,3,3,2,3
2050,1,1,5,2,2,1,2,1,4,2,2,2,1,2,2,2,1,1,4,3,2,5,4
2051,1,1,3,2,5,5,5,2,5,5,1,1,3,5,5,1,2,3,5,5,1,1,5
2052,1,3,3,2,2,1,2,2,4,2,1,3,2,2,2,1,2,1,4,2,2,4,4
2053,2,3,3,3,2,2,2,2,4,3,2,3,2,3,2,2,3,2,4,2,2,3,4
2054,3,1,1,3,2,1,2,5,1,2,3,4,3,2,4,3,2,1,2,4,2,1,3
2055,2,2,4,3,2,2,2,2,4,2,1,3,2,3,3,2,2,1,4,2,2,3,4
2056,1,1,3,2,5,1,3,1,1,2,1,2,2,2,3,3,2,2,2,2,2,3,2
2057,1,1,1,2,2,3,4,1,1,1,2,5,3,4,3,2,1,3,1,4,5,1,2
2058,2,2,3,2,2,1,2,1,2,2,1,2,1,3,2,3,1,2,3,4,3,3,3
2059,2,2,4,2,3,2,2,2,4,2,2,2,2,2,3,2,2,1,4,3,2,3,4
2060,3,1,1,3,2,2,4,2,2,2,2,3,2,3,4,4,4,3,3,5,3,3,4
2061,2,2,3,2,3,1,2,2,3,2,3,3,2,1,2,2,3,1,4,4,3,4,4
2062,2,2,3,1,2,4,3,1,2,2,3,3,3,3,3,3,2,2,3,4,3,3,3
2063,2,1,1,5,2,4,4,4,3,4,4,4,2,3,2,3,4,3,1,5,4,3,2
2064,2,2,1,4,4,2,4,2,3,4,2,4,4,2,2,4,2,4,2,4,4,2,3
2065,2,1,1,4,4,1,5,2,5,2,2,5,1,3,4,4,3,5,1,5,5,2,5
2066,2,2,2,2,2,1,2,2,3,2,2,3,2,2,2,2,2,2,3,3,2,4,4
2067,1,2,3,2,2,1,1,1,3,2,2,3,2,1,2,2,2,1,4,4,3,3,4
2068,2,2,1,2,2,1,2,1,2,2,1,3,1,3,2,3,2,2,2,3,2,4,5
2069,2,1,1,3,5,1,4,1,1,3,1,5,2,3,2,2,1,4,2,3,3,3,2
2070,2,2,3,2,2,2,4,2,3,2,2,2,2,2,4,2,3,2,2,3,3,3,4
2071,2,1,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,4,4
2072,2,3,3,2,2,2,3,2,4,2,2,1,2,2,2,3,2,2,1,2,2,3,3
2073,3,1,2,4,4,2,2,2,1,4,2,4,3,3,4,4,2,4,2,4,3,2,3
2074,2,1,3,3,2,1,2,3,3,2,3,3,2,2,3,3,2,2,2,4,3,3,3
2075,3,1,2,4,3,4,4,3,4,2,3,4,2,3,3,3,4,3,3,3,3,2,5
2076,2,1,3,2,2,2,3,2,1,4,2,4,2,4,3,2,2,2,1,4,3,1,4
2077,2,1,3,3,2,2,3,2,2,2,2,3,2,2,4,3,3,2,3,4,3,3,3
2078,3,1,2,5,5,3,3,2,2,3,1,4,2,3,3,3,3,4,3,5,5,5,4
2079,4,1,1,5,3,4,5,5,4,2,4,5,4,5,5,5,4,4,1,5,5,1,2
2080,3,1,2,3,2,3,3,4,1,3,2,2,4,3,5,4,4,3,1,5,3,2,3
2081,3,4,3,3,3,4,4,3,3,2,2,4,3,3,3,3,2,3,2,3,3,1,2
2082,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,3,2,3,3
2083,3,1,2,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,1,3,3,2,2
2084,2,2,4,2,4,2,4,3,4,2,2,3,3,4,4,3,4,3,1,2,3,4,4
2085,3,2,3,2,4,5,5,3,1,4,3,5,5,5,3,2,3,5,3,4,4,1,1
2086,2,1,2,5,2,2,2,2,1,3,2,5,2,3,5,3,2,4,2,3,3,1,2
2087,2,1,2,4,4,3,5,3,3,4,3,3,2,3,4,4,4,3,1,5,5,2,1
2088,2,1,1,2,2,2,5,1,1,1,1,5,2,4,3,3,2,4,3,4,4,5,4
2089,2,2,4,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,4,4,2,4,4
2090,2,2,1,5,5,4,4,2,2,2,2,4,3,4,2,4,2,5,5,5,5,4,2
2091,3,1,2,3,3,2,3,3,1,3,4,4,3,2,4,4,4,4,1,5,5,1,2
2092,2,1,1,3,3,4,4,3,1,2,4,4,3,5,4,4,4,5,2,5,3,2,3
2093,4,1,3,4,3,1,2,1,2,2,2,4,1,3,2,3,3,1,1,4,4,1,1
2094,1,2,2,5,1,1,2,2,3,1,1,3,2,2,3,2,2,2,3,2,2,2,1
2095,3,2,2,3,3,2,4,2,2,2,2,3,2,3,3,4,2,3,1,4,4,3,4
2096,2,1,1,3,2,4,3,1,3,4,1,3,3,3,4,3,3,3,3,3,3,3,3
2097,2,2,3,2,2,1,1,2,2,1,1,2,3,2,1,2,1,1,4,3,2,4,4
2098,2,1,2,2,3,2,2,2,2,2,3,3,3,3,4,3,2,2,1,5,3,3,3
2099,2,1,1,4,2,2,2,2,2,2,2,3,2,3,2,3,3,2,1,3,3,4,4
2100,4,2,3,4,3,1,4,2,4,1,2,4,2,3,2,3,2,2,1,4,3,2,4
2101,2,1,3,2,4,2,2,2,4,1,2,3,2,3,3,2,2,2,2,4,4,3,4
2102,3,1,2,5,4,5,4,4,4,4,4,5,4,4,4,4,3,5,2,4,4,4,5
2103,2,1,3,2,2,1,3,2,2,2,3,3,3,2,3,2,3,1,2,3,3,4,5
2104,1,1,4,3,1,1,3,1,4,1,1,2,2,1,1,1,1,2,1,5,3,3,4
2105,4,1,1,5,4,5,3,3,1,3,5,5,2,5,5,5,5,5,1,5,4,3,4
2106,4,1,1,4,3,2,3,5,3,2,3,3,2,4,4,3,5,3,3,5,5,1,4
2107,2,1,1,3,2,2,3,2,1,2,2,3,2,2,2,3,2,2,2,4,4,1,1
2108,2,1,3,2,3,2,2,2,3,2,3,3,2,2,3,3,2,2,2,4,3,2,4
2109,2,1,2,3,3,5,4,2,1,3,3,3,3,2,3,3,2,2,3,3,3,3,2
2110,2,3,4,2,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4
2111,2,3,4,2,1,1,1,1,4,1,1,1,1,2,2,2,1,1,3,2,2,5,4
2112,2,2,3,2,2,2,2,3,4,2,2,2,1,2,2,2,3,2,4,4,2,4,3
2113,2,2,3,2,2,1,2,2,4,2,2,4,2,4,2,2,2,2,2,4,4,2,3
2114,2,1,3,3,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,3,3,3,2
2115,2,2,3,3,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,3,3,4,4
2116,2,2,3,1,3,1,2,1,3,1,2,2,2,3,1,2,1,1,2,3,2,4,4
2117,3,1,1,3,5,2,5,2,3,5,4,3,3,5,5,5,4,2,1,4,5,2,1
2118,3,1,4,3,2,1,1,3,4,2,2,3,3,4,4,3,2,2,3,5,4,2,5
2119,3,1,1,3,4,3,4,2,1,5,2,3,3,4,4,4,2,3,2,1,4,2,3
2120,4,1,2,4,3,2,3,2,1,5,2,3,4,3,4,5,2,3,4,5,2,4,2
2121,4,1,2,4,2,2,4,5,4,3,4,3,4,3,3,4,5,3,3,4,4,2,3
2122,3,2,3,2,3,1,2,2,4,2,1,3,2,2,2,3,2,2,2,4,3,3,4
2123,2,1,2,2,3,1,2,2,3,2,2,3,2,3,2,3,2,2,3,4,2,2,3
2124,2,1,2,3,2,3,4,3,1,3,3,3,3,3,4,2,3,2,2,2,3,2,2
2125,4,1,1,3,4,4,5,2,2,2,3,5,4,3,4,5,4,5,1,5,5,1,4
2126,3,2,1,4,3,2,4,4,3,2,4,3,2,4,3,4,4,4,1,5,4,3,3
2127,1,1,5,2,2,1,1,2,4,2,1,1,1,1,2,1,2,1,5,2,1,4,4
2128,1,1,5,2,2,2,1,1,2,3,1,1,1,2,2,2,1,2,2,2,2,2,4
2129,2,2,1,5,5,5,2,1,2,1,1,5,2,5,4,3,2,5,2,5,3,5,5
2130,5,3,1,5,3,5,5,3,3,3,3,5,5,5,3,3,5,5,3,5,5,3,5
2131,4,1,1,4,3,3,3,3,2,2,5,3,2,5,5,4,3,5,2,5,3,4,3
2132,3,1,2,4,1,4,3,3,1,3,3,1,1,3,5,3,2,2,3,2,2,5,1
2133,5,1,1,3,3,2,4,2,1,4,3,5,3,3,5,5,3,3,1,5,5,2,3
2134,2,1,4,2,4,1,2,1,3,3,1,3,1,1,3,3,2,1,1,2,4,2,4
2135,3,2,3,3,4,2,2,2,2,3,3,4,2,3,2,3,2,2,1,2,4,3,5
2136,2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,4,3,4,4
2137,1,2,4,2,2,1,2,1,3,2,2,2,1,1,2,2,2,2,3,3,2,2,3
2138,3,4,1,3,5,2,3,2,5,3,2,4,4,4,3,4,3,4,3,3,2,4,3
2139,2,3,4,3,3,2,2,3,3,3,2,3,3,2,3,3,3,1,3,2,3,5,2
2140,2,1,2,3,2,1,2,2,4,1,2,2,2,2,2,3,3,1,3,4,4,4,2
2141,2,1,2,3,3,3,4,2,3,3,2,3,3,4,2,3,2,3,2,4,3,4,2
2142,2,2,4,2,1,1,2,1,4,2,1,1,2,2,2,2,2,1,4,2,2,4,4
2143,3,1,3,3,2,2,3,3,2,4,3,4,3,3,4,3,3,3,2,4,3,2,2
2144,1,4,4,2,2,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,4,4
2145,2,2,2,2,4,3,4,2,4,2,1,4,4,4,4,2,2,4,2,4,4,4,4
2146,2,3,3,4,2,2,3,2,2,2,2,3,3,3,3,3,3,2,2,4,4,3,4
2147,2,1,2,3,3,4,3,3,3,3,2,3,4,4,3,2,3,4,2,5,4,2,3
2148,3,2,3,2,3,2,3,3,3,2,3,3,2,2,3,3,3,2,2,2,2,2,2
2149,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,4,3,3,4
2150,2,1,1,4,3,1,2,5,4,1,5,5,2,4,3,3,5,2,4,4,4,4,4
2151,3,1,1,3,3,2,4,3,1,2,3,4,4,4,3,3,3,3,1,4,4,2,2
2152,3,2,2,4,3,2,3,4,4,1,3,3,1,3,4,3,3,3,1,4,4,4,3
2153,2,1,1,3,3,4,4,4,1,1,3,4,3,4,4,4,3,4,2,3,3,2,3
2154,2,2,3,4,4,2,3,2,3,3,2,4,4,3,3,3,2,3,1,3,2,3,2
2155,2,1,3,5,3,4,4,5,2,2,3,2,2,4,2,3,2,2,3,3,3,2,2
2156,3,1,2,3,3,1,3,2,2,1,2,3,2,4,3,3,2,2,3,4,2,4,4
2157,3,1,1,4,2,2,4,2,1,2,2,5,3,3,2,3,2,3,2,4,4,2,3
2158,2,1,2,4,3,3,4,2,2,2,3,3,3,3,3,3,2,2,2,4,3,2,3
2159,2,2,3,2,1,1,2,2,3,2,2,3,1,2,3,3,2,1,3,2,2,3,3
2160,1,2,4,2,2,1,2,2,4,2,3,2,2,1,3,3,2,3,4,3,3,3,4
2161,2,1,4,3,2,2,3,2,2,2,1,2,2,3,2,2,1,2,2,3,2,2,5
2162,2,4,5,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,4,2,2,4,4
2163,3,2,2,4,2,3,4,2,1,1,3,3,2,3,3,3,2,3,2,4,3,3,5
2164,4,2,2,5,3,5,4,3,3,3,3,4,4,3,2,4,3,5,2,4,4,2,3
2165,3,1,2,3,4,1,2,3,2,2,2,4,2,2,2,3,2,4,2,4,4,4,3
2166,2,2,4,2,2,4,2,2,2,4,2,5,2,4,2,2,2,4,4,2,2,3,5
2167,2,2,4,3,2,2,3,2,4,2,2,2,2,3,2,2,1,2,4,4,3,3,4
2168,2,1,2,3,2,3,4,2,2,4,4,3,4,3,4,4,4,4,2,5,4,4,4
2169,3,1,4,3,2,1,4,2,1,2,3,3,2,3,1,1,2,2,1,4,4,5,5
2170,2,1,3,3,2,2,4,2,2,2,2,3,3,3,2,3,2,2,4,3,2,3,3
2171,1,2,3,3,2,3,4,2,3,3,2,3,3,2,2,2,2,3,2,4,4,2,2
2172,2,2,4,2,3,2,2,2,3,2,2,3,2,3,3,3,2,3,3,3,3,2,3
2173,3,2,2,4,3,3,4,3,3,2,3,3,2,4,4,3,3,3,2,4,4,3,4
2174,2,2,3,3,1,1,2,3,2,2,2,2,2,2,3,2,2,1,4,3,2,3,4
2175,4,1,1,2,3,1,4,2,1,2,2,4,3,3,3,4,3,3,2,4,3,2,3
2176,2,1,3,3,3,2,3,2,4,3,2,3,2,2,4,3,3,3,2,3,3,2,2
2177,3,1,2,2,3,4,5,3,2,2,2,5,2,3,4,4,2,4,2,4,4,4,3
2178,2,2,2,2,2,3,3,2,3,2,2,3,3,3,3,2,3,3,3,2,3,3,3
2179,3,2,3,2,4,2,3,2,4,3,4,3,3,3,3,3,4,1,2,5,2,3,3
2180,2,1,4,2,2,1,2,2,4,2,2,3,2,3,1,2,2,2,4,4,4,4,2
2181,4,2,4,4,3,3,3,4,2,2,3,4,3,4,4,2,3,2,2,4,3,2,2
2182,2,1,2,2,3,2,4,2,2,2,2,2,3,4,4,4,2,3,2,4,3,4,3
2183,2,1,3,3,3,3,2,2,3,2,2,3,2,3,2,3,2,3,3,3,3,2,3
2184,2,1,4,3,2,1,4,2,5,1,2,3,1,5,3,4,3,2,3,5,3,3,3
2185,4,1,3,4,5,5,5,5,4,2,3,5,5,5,3,3,3,5,1,5,5,2,4
2186,2,1,1,3,3,4,3,2,1,2,2,4,3,2,3,3,2,3,2,5,3,2,4
2187,3,1,1,4,3,1,2,2,1,1,2,4,2,1,2,2,3,3,4,5,3,4,5
2188,3,1,1,4,5,3,4,4,1,4,4,4,4,3,4,3,4,4,2,5,4,2,3
2189,2,1,3,1,1,1,2,1,4,3,1,3,1,1,3,3,1,1,4,2,2,5,5
2190,1,2,4,2,2,3,2,2,4,2,3,2,2,2,3,3,2,2,4,4,4,4,4
2191,2,3,2,2,3,1,2,2,2,3,2,3,2,3,2,2,2,2,1,3,2,3,3
2192,3,2,1,4,3,2,3,2,4,2,2,3,2,2,2,3,2,2,2,3,3,3,3
2193,2,1,1,4,2,2,3,2,1,3,4,3,2,3,3,2,3,2,1,5,4,2,3
2194,2,1,3,4,5,2,4,1,5,2,1,3,3,3,2,3,3,2,3,2,4,2,5
2195,2,1,3,2,2,3,2,2,3,2,2,3,2,3,3,3,2,2,3,4,3,3,4
2196,2,1,2,2,2,2,3,2,1,3,3,4,2,2,4,2,2,2,2,4,2,2,2
2197,2,2,4,3,2,2,3,2,2,2,3,3,2,2,2,2,2,3,2,4,4,4,2
2198,2,2,3,2,2,1,2,2,1,1,4,3,2,3,3,3,3,3,3,5,3,3,3
2199,5,1,1,5,5,5,5,2,1,5,3,4,5,5,4,5,3,5,1,5,5,1,4
2200,4,1,1,4,2,3,5,2,1,2,3,4,5,4,5,3,2,3,1,4,5,1,3
2201,1,2,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,2,4,1,3,3
2202,2,3,4,2,2,2,3,2,4,3,2,3,3,4,2,2,2,3,3,3,3,4,4
2203,5,1,1,3,4,2,2,2,2,2,2,4,5,5,2,5,2,4,2,5,3,3,3
2204,1,1,3,2,2,2,2,2,3,1,1,2,2,2,1,2,1,2,3,2,2,4,3
2205,3,2,2,3,3,5,4,2,3,2,2,4,3,4,2,3,3,3,2,3,3,3,4
2206,2,1,3,2,3,1,3,2,1,3,2,3,2,3,3,3,2,1,3,4,3,3,2
2207,4,1,3,3,3,1,2,1,2,4,1,4,4,3,2,5,2,2,1,5,4,1,5
2208,3,2,2,3,2,4,2,2,2,2,2,3,3,3,3,3,2,2,3,4,3,3,4
2209,2,1,1,2,3,2,2,3,2,4,3,4,2,3,3,2,2,2,1,5,3,4,4
2210,4,1,1,5,4,2,4,2,3,2,2,5,3,4,2,4,3,3,1,5,4,2,2
2211,3,2,2,3,2,2,3,3,4,2,2,3,3,2,4,2,3,2,1,5,4,3,1
2212,3,1,1,3,3,3,4,3,2,4,4,5,3,3,5,4,4,4,1,4,4,3,2
2213,2,1,1,5,3,3,5,3,3,4,3,5,5,3,4,3,4,4,1,4,4,3,4
2214,2,1,3,2,2,1,5,2,3,2,2,3,4,3,3,3,2,3,2,4,5,3,5
2215,3,1,3,2,4,1,2,2,5,2,2,2,2,3,2,3,2,1,3,4,2,5,5
2216,3,1,2,2,1,2,4,2,1,2,3,3,2,2,4,3,3,3,2,4,4,2,1
2217,3,2,2,3,3,2,2,2,4,3,2,2,2,3,2,3,1,2,1,5,4,1,5
2218,2,2,4,2,2,2,2,2,4,2,2,3,2,2,3,3,3,2,3,2,2,3,4
2219,1,2,4,2,2,1,1,2,5,2,2,2,1,2,1,2,1,1,4,4,3,5,2
2220,5,1,1,4,3,5,5,3,1,4,3,5,5,4,2,5,3,5,2,4,5,2,3
2221,3,1,4,2,4,3,2,2,1,2,2,3,3,3,2,3,2,3,1,2,2,2,3
2222,3,2,1,5,3,2,3,2,3,2,2,4,3,4,3,3,3,4,2,5,5,3,4
2223,3,1,1,4,3,2,4,3,2,3,4,3,3,3,4,3,4,3,1,5,5,1,4
2224,3,1,2,3,2,2,3,3,4,2,3,4,3,2,3,2,2,2,4,2,3,4,3
2225,2,1,2,2,3,2,3,2,1,3,2,3,2,3,2,2,2,2,3,4,2,4,4
2226,2,1,2,3,4,2,4,3,3,3,3,2,2,3,3,3,3,2,1,5,4,5,5
2227,4,1,2,5,3,2,5,2,1,4,3,5,5,5,4,5,4,3,2,5,2,5,3
2228,3,3,3,2,3,2,2,2,3,2,2,3,2,3,2,2,2,2,3,3,2,3,3
2229,3,2,2,3,4,3,4,3,4,2,2,2,2,2,2,2,3,2,3,4,3,3,3
2230,2,2,3,3,3,2,4,2,2,3,2,3,2,4,2,3,2,2,2,4,4,4,4
2231,2,1,3,3,2,2,2,2,2,2,2,4,2,3,2,3,2,2,2,5,2,3,3
2232,3,1,2,3,3,2,4,2,2,3,2,4,3,3,3,2,2,3,3,4,4,2,4
2233,3,3,3,4,4,2,2,3,4,2,4,2,2,3,2,2,2,2,4,4,4,3,4
2234,3,1,1,3,3,5,3,4,1,2,3,5,5,5,3,4,3,3,2,5,4,2,4
2235,2,1,1,3,4,2,3,4,3,2,3,3,2,3,4,2,4,5,1,5,5,4,2
2236,2,2,4,2,2,2,4,2,4,2,1,3,2,2,2,2,2,3,3,4,3,4,4
2237,2,1,2,1,2,2,2,2,4,2,2,2,3,1,2,3,3,1,3,5,3,3,4
2238,2,1,2,3,3,2,2,2,2,3,2,4,2,2,4,4,4,4,2,4,4,3,2
2239,2,2,4,2,3,2,3,1,4,2,1,3,2,2,2,1,2,2,4,3,3,4,4
2240,3,2,3,2,2,2,3,2,4,2,2,3,2,3,2,3,2,3,3,5,4,4,4
2241,2,1,3,2,3,2,3,2,2,3,2,3,2,3,2,3,3,2,2,3,4,2,1
2242,2,2,2,3,3,2,2,1,4,3,1,3,1,4,2,2,1,3,4,2,3,4,4
2243,4,1,1,3,3,3,4,5,1,3,4,3,3,5,3,3,5,4,1,5,5,1,2
2244,3,2,3,3,4,2,3,2,4,4,2,3,2,3,3,3,2,3,2,5,3,4,4
2245,2,1,3,2,3,3,2,2,4,2,3,3,4,3,4,3,3,3,2,5,4,3,3
2246,2,1,1,2,4,2,3,2,4,2,2,3,3,3,3,2,2,3,2,4,4,4,3
2247,3,1,1,3,4,2,4,2,2,3,2,3,2,3,3,3,3,2,3,4,3,2,4
2248,4,1,2,3,3,3,4,4,3,4,4,5,4,3,5,4,4,4,2,4,5,4,2
2249,5,2,1,4,4,2,4,5,1,1,3,4,4,4,2,5,5,3,1,5,4,4,4
2250,4,1,4,4,4,2,2,4,1,4,3,2,3,2,4,3,4,3,2,2,2,2,3
2251,1,1,1,2,3,1,2,1,2,2,1,3,2,3,2,3,1,3,1,2,2,3,3
2252,3,1,3,2,4,3,2,2,1,1,2,4,4,4,3,3,2,2,1,5,5,1,5
2253,2,2,3,3,3,2,3,2,3,3,3,3,3,4,2,3,3,3,2,4,3,3,3
2254,1,2,3,3,2,1,3,2,2,2,2,3,3,3,2,2,2,2,1,4,4,3,3
2255,2,1,1,2,2,1,3,2,3,2,2,3,2,3,2,3,2,3,1,2,2,3,3
2256,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3
2257,4,1,1,3,3,3,4,3,4,2,2,3,3,4,4,4,3,3,2,3,4,2,4
2258,1,2,3,2,1,1,2,2,3,1,1,2,1,2,3,3,3,1,2,4,3,3,3
2259,2,2,3,1,3,2,1,1,3,1,2,1,2,3,2,4,2,2,3,4,4,3,3
2260,5,2,1,3,4,1,2,4,4,2,3,3,2,3,3,3,2,3,2,5,5,4,5
2261,3,4,3,2,3,2,2,2,5,1,2,2,2,2,2,3,2,1,2,3,3,4,4
2262,3,4,2,3,3,2,5,5,4,4,4,3,4,3,4,5,5,4,1,5,5,4,4
2263,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3
2264,3,2,3,2,3,1,2,2,2,2,3,3,2,3,2,2,2,3,3,3,2,2,3
2265,1,1,1,3,2,2,4,2,5,2,5,5,3,3,4,3,3,2,1,4,5,1,4
2266,4,1,2,3,4,4,4,2,2,3,2,4,3,3,3,3,2,3,1,3,3,3,1
2267,2,1,1,3,2,3,4,2,1,2,2,3,4,4,2,2,3,3,1,3,3,2,3
2268,2,2,4,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,1,3,4
2269,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,3,2,2,2,4,2,4,2
2270,3,1,1,3,4,2,3,4,3,3,5,4,2,4,4,3,2,5,2,5,4,4,4
2271,2,2,3,3,2,2,3,3,4,2,3,4,3,2,2,2,2,2,3,4,4,3,2
2272,3,1,3,2,3,2,2,2,2,2,2,4,3,3,3,3,2,2,3,4,3,3,3
2273,2,2,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,4,3,3,4
2274,3,2,4,4,2,4,4,3,2,2,2,5,3,5,5,3,3,5,1,4,4,2,4
2275,2,1,3,2,2,2,3,1,1,2,2,3,3,3,4,2,2,2,3,4,3,2,3
2276,2,1,2,3,3,3,3,2,2,2,3,3,2,3,3,2,3,2,2,4,3,3,2
2277,2,1,2,3,2,2,3,2,2,2,3,4,2,3,2,2,3,3,1,5,3,2,2
2278,2,1,3,3,2,1,3,2,3,3,2,3,2,3,2,2,2,3,2,5,3,3,2
2279,1,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,3,2,4,3,2,4,4
2280,2,2,3,1,1,2,2,1,3,1,2,2,2,2,3,2,2,2,1,3,2,4,4
2281,3,1,1,3,3,2,3,2,3,2,3,4,3,4,2,4,4,5,1,4,4,3,2
2282,2,2,3,2,2,2,2,2,1,2,2,3,2,3,2,3,2,3,4,3,3,3,4
2283,2,1,1,3,5,5,5,2,4,2,3,5,5,5,4,2,2,5,1,4,4,2,4
2284,4,1,2,3,3,2,3,3,3,2,2,2,4,2,4,4,3,3,2,5,5,4,3
2285,2,1,1,2,2,1,2,2,1,2,2,3,3,3,2,3,2,4,2,1,4,3,2
2286,3,1,2,3,2,4,3,2,2,2,2,4,3,3,4,3,2,3,2,4,4,2,3
2287,3,2,1,2,4,4,5,2,2,2,2,5,4,3,2,4,3,4,1,4,4,3,1
2288,3,1,2,4,4,5,4,3,1,3,3,5,5,4,3,3,2,5,1,4,4,1,3
2289,3,1,1,3,5,4,5,5,1,2,5,5,5,5,4,5,5,5,1,5,5,1,5
2290,1,2,2,1,1,1,1,1,1,1,1,4,1,2,2,2,2,2,2,4,4,4,4
